2021-05-21 16:46:30,718:root:[3, 5, 7, 9, 11, 13, 15, 17, 19]
2021-05-21 16:46:30,857:root:[3, 5, 7, 9, 11, 13, 15, 17, 19]
2021-05-21 16:46:33,202:root:[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104, 106, 108, 110, 112, 114, 116, 118, 120, 122, 124, 126, 128, 130, 132, 134, 136, 138, 140, 142, 144, 146, 148, 150, 152, 154, 156, 158, 160, 162, 164, 166, 168, 170, 172, 174, 176, 178, 180, 182, 184, 186, 188, 190, 192, 194, 196, 198, 200]
2021-05-21 16:46:35,205:root:[2, 0, -2, -4, -6, -8, -10, -12]
2021-05-21 22:37:32,311:root:0
2021-05-21 22:37:32,315:root:1
2021-05-21 22:37:32,316:root:4
2021-05-21 22:37:32,316:root:9
2021-05-21 22:37:32,316:root:16
2021-05-21 22:37:32,316:root:25
2021-05-21 22:37:32,316:root:36
2021-05-21 22:37:32,316:root:49
2021-05-21 22:37:32,316:root:64
2021-05-21 22:37:32,317:root:81
2021-05-21 22:37:32,317:root:100
2021-05-21 22:37:32,317:root:121
2021-05-21 22:37:32,317:root:144
2021-05-21 22:37:32,317:root:169
2021-05-21 22:37:32,317:root:196
2021-05-21 22:37:32,317:root:225
2021-05-21 22:37:32,317:root:256
2021-05-21 22:37:32,317:root:289
2021-05-21 22:37:32,318:root:324
2021-05-21 22:37:32,318:root:361
2021-05-21 22:37:32,318:root:400
2021-05-21 22:37:32,318:root:441
2021-05-21 22:37:32,318:root:484
2021-05-21 22:37:32,318:root:529
2021-05-21 22:37:32,318:root:576
2021-05-21 22:37:32,318:root:625
2021-05-21 22:37:32,318:root:676
2021-05-21 22:37:32,319:root:729
2021-05-21 22:37:32,319:root:784
2021-05-21 22:37:32,319:root:841
2021-05-21 22:37:32,319:root:900
2021-05-21 22:37:32,319:root:961
2021-05-21 22:37:32,319:root:1024
2021-05-21 22:37:32,319:root:1089
2021-05-21 22:37:32,319:root:1156
2021-05-21 22:37:32,319:root:1225
2021-05-21 22:37:32,320:root:1296
2021-05-21 22:37:32,320:root:1369
2021-05-21 22:37:32,320:root:1444
2021-05-21 22:37:32,320:root:1521
2021-05-21 22:37:32,320:root:1600
2021-05-21 22:37:32,320:root:1681
2021-05-21 22:37:32,320:root:1764
2021-05-21 22:37:32,320:root:1849
2021-05-21 22:37:32,320:root:1936
2021-05-21 22:37:32,321:root:2025
2021-05-21 22:37:32,321:root:2116
2021-05-21 22:37:32,321:root:2209
2021-05-21 22:37:32,321:root:2304
2021-05-21 22:37:32,321:root:2401
2021-05-21 22:37:32,321:root:2500
2021-05-21 22:37:32,322:root:2601
2021-05-21 22:37:32,322:root:2704
2021-05-21 22:37:32,322:root:2809
2021-05-21 22:37:32,322:root:2916
2021-05-21 22:37:32,323:root:3025
2021-05-21 22:37:32,323:root:3136
2021-05-21 22:37:32,323:root:3249
2021-05-21 22:37:32,323:root:3364
2021-05-21 22:37:32,323:root:3481
2021-05-21 22:37:32,324:root:3600
2021-05-21 22:37:32,324:root:3721
2021-05-21 22:37:32,324:root:3844
2021-05-21 22:37:32,324:root:3969
2021-05-21 22:37:32,324:root:4096
2021-05-21 22:37:32,324:root:4225
2021-05-21 22:37:32,324:root:4356
2021-05-21 22:37:32,324:root:4489
2021-05-21 22:37:32,325:root:4624
2021-05-21 22:37:32,325:root:4761
2021-05-21 22:37:32,325:root:4900
2021-05-21 22:37:32,325:root:5041
2021-05-21 22:37:32,325:root:5184
2021-05-21 22:37:32,325:root:5329
2021-05-21 22:37:32,325:root:5476
2021-05-21 22:37:32,325:root:5625
2021-05-21 22:37:32,325:root:5776
2021-05-21 22:37:32,326:root:5929
2021-05-21 22:37:32,326:root:6084
2021-05-21 22:37:32,326:root:6241
2021-05-21 22:37:32,326:root:6400
2021-05-21 22:37:32,326:root:6561
2021-05-21 22:37:32,326:root:6724
2021-05-21 22:37:32,326:root:6889
2021-05-21 22:37:32,326:root:7056
2021-05-21 22:37:32,326:root:7225
2021-05-21 22:37:32,327:root:7396
2021-05-21 22:37:32,327:root:7569
2021-05-21 22:37:32,327:root:7744
2021-05-21 22:37:32,327:root:7921
2021-05-21 22:37:32,327:root:8100
2021-05-21 22:37:32,327:root:8281
2021-05-21 22:37:32,327:root:8464
2021-05-21 22:37:32,327:root:8649
2021-05-21 22:37:32,328:root:8836
2021-05-21 22:37:32,328:root:9025
2021-05-21 22:37:32,328:root:9216
2021-05-21 22:37:32,328:root:9409
2021-05-21 22:37:32,328:root:9604
2021-05-21 22:37:32,328:root:9801
2021-05-21 22:38:10,909:root:10:38:10 PM
2021-05-21 22:38:10,909:root:10:38:10 PM
2021-05-21 22:38:11,910:root:10:38:11 PM
2021-05-21 22:38:12,912:root:10:38:12 PM
2021-05-21 22:38:13,924:root:10:38:13 PM
2021-05-21 22:38:14,927:root:10:38:14 PM
2021-05-21 22:38:15,941:root:10:38:15 PM
2021-05-21 22:38:16,956:root:10:38:16 PM
2021-05-21 22:38:17,970:root:10:38:17 PM
2021-05-21 22:38:18,985:root:10:38:18 PM
2021-05-21 22:38:19,987:root:10:38:19 PM
2021-05-21 22:39:02,038:root:Starting at: Fri May 21 22:39:02 2021
2021-05-21 22:39:07,046:root:Stops at: Fri May 21 22:39:07 2021
2021-05-21 22:39:09,852:root:10:39:09 PM
2021-05-21 22:39:09,852:root:10:39:09 PM
2021-05-21 22:39:10,859:root:10:39:10 PM
2021-05-21 22:39:11,862:root:10:39:11 PM
2021-05-21 22:39:12,876:root:10:39:12 PM
2021-05-21 22:39:13,891:root:10:39:13 PM
2021-05-21 22:39:14,893:root:10:39:14 PM
2021-05-21 22:39:15,896:root:10:39:15 PM
2021-05-21 22:39:16,902:root:10:39:16 PM
2021-05-21 22:39:17,902:root:10:39:17 PM
2021-05-21 22:39:18,909:root:10:39:18 PM
2021-05-21 22:40:32,570:root:deque([1, 5, 1, 5, 12, 1, 1, 2, 5, 17])
2021-05-21 22:40:32,570:root:deque([5, 1, 5, 12, 1, 1, 2, 5, 17])
2021-05-21 22:40:32,571:root:1
2021-05-21 22:40:32,571:root:deque([25, 5, 1, 5, 12, 1, 1, 2, 5, 17])
2021-05-21 22:40:32,572:root:deque([25, 5, 1, 5, 12, 1, 1, 2, 5, 17, 100, 200, 400])
2021-05-21 22:40:32,572:root:deque([400, 200, 100, 17, 5, 2, 1, 1, 12, 5, 1, 5, 25])
2021-05-21 22:40:32,572:root:deque([200, 100, 400, 200, 100, 17, 5, 2, 1, 1, 12, 5, 1, 5, 25])
2021-05-21 22:41:31,737:root:True
2021-05-21 22:41:31,737:root:None
2021-05-21 22:41:31,738:root:4
2021-05-21 22:41:31,738:root:None
2021-05-21 22:41:31,738:root:0
2021-05-21 22:41:31,739:root:False
2021-05-21 22:46:07,556:root:Counter({'x': 4, 'y': 2, 'z': 2})
2021-05-21 22:46:09,290:root:True
2021-05-21 22:46:09,291:root:None
2021-05-21 22:46:09,291:root:4
2021-05-21 22:46:09,292:root:None
2021-05-21 22:46:09,292:root:0
2021-05-21 22:46:09,296:root:False
2021-05-21 22:47:00,081:root:Counter({'o': 4, ' ': 3, 'e': 2, 'l': 2, 't': 2, 'W': 1, 'c': 1, 'm': 1, 'p': 1, 'y': 1, 'h': 1, 'n': 1, 'w': 1, 'r': 1, 'd': 1, '!': 1})
2021-05-21 22:47:43,108:root:Counter({'y': 2, 'z': 2})
2021-05-21 22:48:41,001:root:{'x1', 'y', 'z'}
2021-05-21 22:48:41,001:root:{'x', 'z', 'x1', 'y'}
2021-05-21 22:48:45,532:root:Counter({'y': 2, 'z': 2})
2021-05-21 22:50:10,717:root:1
2021-05-21 22:50:10,717:root:2
2021-05-21 22:50:10,717:root:3
2021-05-21 22:50:10,717:root:5
2021-05-21 22:50:10,717:root:4
2021-05-21 22:50:32,995:root:2
2021-05-21 22:50:59,644:root:Counter({3: 10, 1: 4, 2: 3, 4: 3, 5: 2})
2021-05-21 22:51:35,524:root:(0, 'eat')
2021-05-21 22:51:35,525:root:(1, 'sleep')
2021-05-21 22:51:35,525:root:(2, 'repeat')
2021-05-21 22:51:35,526:root:(0, 'c')
2021-05-21 22:51:35,526:root:(1, 'h')
2021-05-21 22:51:35,526:root:(2, 'i')
2021-05-21 22:51:35,527:root:(3, 's')
2021-05-21 22:51:35,527:root:(4, 't')
2021-05-21 22:51:35,527:root:(5, 'a')
2021-05-21 22:51:35,527:root:(6, 't')
2021-05-21 22:51:35,528:root:(7, 's')
2021-05-21 22:51:35,528:root:(0, 'A')
2021-05-21 22:51:35,528:root:(1, 'B')
2021-05-21 22:51:35,528:root:(2, 'C')
2021-05-21 22:51:35,528:root:(3, 'D')
2021-05-21 22:51:35,529:root:(4, 'E')
2021-05-21 22:51:35,529:root:(0, 'a')
2021-05-21 22:51:35,529:root:(1, 'b')
2021-05-21 22:51:35,530:root:(2, 'c')
2021-05-21 22:51:35,530:root:(3, 'd')
